userid_DI_encoded,course_id_encoded,interaction_order,incomplete_flag,registered,viewed,nchapters,nplay_video
2542,11,2,1,1,0,3.63442342142082,114.84417345649427
2543,1,1,1,1,1,1.0,114.84417345649427
2544,1,1,1,1,1,1.0,114.84417345649427
2545,1,1,1,1,1,1.0,114.84417345649427
2545,3,2,1,1,1,2.0,18.0
2546,2,1,1,1,0,3.63442342142082,114.84417345649427
2546,0,2,1,1,0,3.63442342142082,114.84417345649427
2547,11,1,1,1,0,3.63442342142082,114.84417345649427
2548,2,1,1,1,0,3.63442342142082,114.84417345649427
2549,2,1,1,1,0,3.63442342142082,114.84417345649427
2549,10,2,1,1,0,3.63442342142082,114.84417345649427
2550,8,1,1,1,1,1.0,10.0
2551,3,1,1,1,0,3.63442342142082,114.84417345649427
2552,1,1,1,1,1,1.0,114.84417345649427
2553,1,1,1,1,1,1.0,114.84417345649427
2554,12,1,1,1,1,4.0,29.0
2555,1,1,1,1,0,3.63442342142082,114.84417345649427
2556,11,1,1,1,1,3.0,209.0
2557,2,1,1,1,1,4.0,114.84417345649427
2557,5,2,1,1,1,2.0,132.0
2558,3,1,1,1,1,1.0,114.84417345649427
2559,0,1,1,1,1,22.0,114.84417345649427
2559,2,2,1,1,1,5.0,114.84417345649427
2559,4,3,1,1,1,8.0,6.0
2559,13,4,1,1,1,4.0,114.84417345649427
2559,15,5,1,1,1,8.0,114.84417345649427
2560,11,1,1,1,1,1.0,114.84417345649427
2561,13,1,1,1,1,3.0,64.0
2562,1,1,1,1,1,1.0,114.84417345649427
2563,11,1,1,1,0,3.63442342142082,114.84417345649427
2564,13,1,1,1,0,3.63442342142082,114.84417345649427
2565,1,1,1,1,1,1.0,114.84417345649427
2565,4,2,1,1,0,3.63442342142082,114.84417345649427
2566,2,1,1,1,0,3.63442342142082,114.84417345649427
2567,1,1,1,1,1,5.0,114.84417345649427
2568,2,1,1,1,1,7.0,114.84417345649427
2569,3,1,1,1,1,2.0,27.0
2570,3,1,1,1,1,3.0,11.0
2571,11,1,1,1,0,3.63442342142082,114.84417345649427
2572,10,1,1,1,1,2.0,47.0
2573,3,1,1,1,1,16.0,3099.0
2573,2,2,1,1,1,3.0,114.84417345649427
2573,4,3,1,1,1,2.0,3.0
2574,1,1,1,1,1,1.0,114.84417345649427
2575,1,1,1,1,0,3.63442342142082,114.84417345649427
2575,11,2,1,1,0,3.63442342142082,114.84417345649427
2575,6,3,1,1,1,3.0,119.0
2575,13,4,1,1,1,1.0,17.0
2575,14,5,1,1,1,1.0,2.0
2576,2,1,1,1,1,3.0,114.84417345649427
2577,1,1,1,1,1,2.0,114.84417345649427
2578,1,1,1,1,1,1.0,114.84417345649427
2579,1,1,1,1,0,3.63442342142082,114.84417345649427
2580,15,1,1,1,1,5.0,114.84417345649427
2581,12,1,1,1,1,1.0,4.0
2582,9,1,1,1,1,15.0,173.0
2582,14,2,1,1,1,1.0,114.84417345649427
2583,1,1,1,1,0,3.63442342142082,114.84417345649427
2584,9,1,1,1,0,3.63442342142082,114.84417345649427
2585,1,1,1,1,0,3.63442342142082,114.84417345649427
2586,9,1,1,1,1,2.0,2.0
2587,1,1,1,1,1,1.0,114.84417345649427
2588,1,1,1,1,1,1.0,114.84417345649427
2589,3,1,1,1,0,3.63442342142082,114.84417345649427
2590,11,1,1,1,1,1.0,4.0
2591,7,1,1,1,1,2.0,114.84417345649427
2592,1,1,1,1,1,1.0,114.84417345649427
2592,12,2,1,1,1,3.63442342142082,114.84417345649427
2593,1,1,1,1,1,2.0,114.84417345649427
2594,12,1,1,1,1,1.0,114.84417345649427
2594,1,2,1,1,1,2.0,114.84417345649427
2595,1,1,1,1,0,3.63442342142082,114.84417345649427
2596,2,1,1,1,1,10.0,114.84417345649427
2597,1,1,1,1,1,2.0,114.84417345649427
2598,3,1,1,1,1,2.0,11.0
2599,12,1,1,1,1,3.63442342142082,114.84417345649427
2599,15,2,1,1,0,3.63442342142082,114.84417345649427
2600,1,1,1,1,1,1.0,114.84417345649427
2600,4,2,1,1,1,2.0,2.0
2600,5,3,1,1,1,1.0,1.0
2600,13,4,1,1,0,3.63442342142082,114.84417345649427
2601,5,1,1,1,1,2.0,44.0
2602,1,1,1,1,0,3.63442342142082,114.84417345649427
2603,1,1,1,1,1,4.0,114.84417345649427
2604,1,1,1,1,0,3.63442342142082,114.84417345649427
2605,1,1,1,1,1,1.0,114.84417345649427
2606,12,1,1,1,1,6.0,11.0
2606,9,2,1,1,1,2.0,5.0
2607,2,1,1,1,1,2.0,114.84417345649427
2608,1,1,1,1,0,3.63442342142082,114.84417345649427
2609,1,1,1,1,0,3.63442342142082,114.84417345649427
2610,1,1,1,1,1,1.0,114.84417345649427
2611,1,1,1,1,0,3.63442342142082,114.84417345649427
2612,3,1,1,1,0,3.63442342142082,114.84417345649427
2613,12,1,1,1,1,1.0,114.84417345649427
2614,1,1,1,1,1,2.0,114.84417345649427
2614,0,2,1,1,0,3.63442342142082,114.84417345649427
2614,12,3,1,1,1,3.63442342142082,114.84417345649427
2614,14,4,1,1,0,3.63442342142082,114.84417345649427
2615,6,1,1,1,1,3.0,15.0
2616,12,1,1,1,1,2.0,114.84417345649427
2617,1,1,1,1,1,2.0,114.84417345649427
2618,1,1,1,1,1,1.0,114.84417345649427
2619,10,1,1,1,0,1.0,114.84417345649427
2620,14,1,1,1,1,2.0,114.84417345649427
2621,4,1,1,1,0,3.63442342142082,114.84417345649427
2622,11,1,1,1,0,3.63442342142082,114.84417345649427
2623,1,1,1,1,0,3.63442342142082,114.84417345649427
2624,1,1,1,1,1,3.0,114.84417345649427
2625,12,1,1,1,1,2.0,14.0
2626,5,1,1,1,1,1.0,5.0
2627,3,1,1,1,1,2.0,68.0
2628,4,1,1,1,1,4.0,42.0
2629,9,1,1,1,0,3.63442342142082,114.84417345649427
2630,2,1,1,1,0,3.63442342142082,114.84417345649427
2631,1,1,1,1,1,1.0,114.84417345649427
2631,2,2,1,1,0,3.63442342142082,114.84417345649427
2631,5,3,1,1,1,1.0,2.0
2632,1,1,1,1,1,2.0,114.84417345649427
2633,1,1,1,1,1,1.0,114.84417345649427
2634,7,1,1,1,1,2.0,11.0
2635,12,1,1,1,1,3.63442342142082,114.84417345649427
2636,11,1,1,1,1,3.0,27.0
2637,4,1,1,1,0,3.63442342142082,114.84417345649427
2638,1,1,1,1,1,1.0,114.84417345649427
2639,11,1,1,1,1,18.0,905.0
2640,11,1,1,1,1,3.0,79.0
2641,4,1,1,1,0,3.63442342142082,114.84417345649427
2642,9,1,1,1,1,3.0,25.0
2643,11,1,1,1,0,3.63442342142082,114.84417345649427
2643,14,2,1,1,0,3.63442342142082,114.84417345649427
2644,9,1,1,1,1,6.0,80.0
2644,14,2,1,1,1,4.0,9.0
2645,14,1,1,1,1,2.0,114.84417345649427
2646,4,1,1,1,1,3.0,48.0
2647,9,1,1,1,1,2.0,2.0
2648,3,1,1,1,1,2.0,15.0
2649,2,1,1,1,1,32.0,114.84417345649427
2650,3,1,1,1,0,3.63442342142082,114.84417345649427
2651,4,1,1,1,0,3.63442342142082,114.84417345649427
2652,13,1,1,1,0,3.63442342142082,114.84417345649427
2653,1,1,1,1,1,12.0,114.84417345649427
2654,11,1,1,1,1,3.0,67.0
2655,13,1,1,1,1,1.0,114.84417345649427
2656,14,1,1,1,1,2.0,3.0
2657,1,1,1,1,1,2.0,114.84417345649427
2658,11,1,1,1,1,17.0,673.0
2659,1,1,1,1,1,1.0,114.84417345649427
2660,1,1,1,1,1,4.0,114.84417345649427
2661,9,1,1,1,1,2.0,114.84417345649427
2661,14,2,1,1,1,1.0,1.0
2662,4,1,1,1,0,3.63442342142082,114.84417345649427
2663,3,1,1,1,0,3.63442342142082,114.84417345649427
2664,2,1,1,1,0,3.63442342142082,114.84417345649427
2665,4,1,1,1,0,3.63442342142082,114.84417345649427
2666,9,1,1,1,1,5.0,39.0
2667,10,1,1,1,0,3.63442342142082,114.84417345649427
2667,14,2,1,1,1,2.0,114.84417345649427
2668,1,1,1,1,1,1.0,114.84417345649427
2669,1,1,1,1,1,1.0,114.84417345649427
2670,2,1,1,1,0,3.63442342142082,114.84417345649427
2670,5,2,1,1,1,1.0,114.84417345649427
2671,2,1,1,1,0,3.63442342142082,114.84417345649427
2672,3,1,1,1,1,2.0,75.0
2673,1,1,1,1,1,1.0,114.84417345649427
2674,4,1,1,1,0,3.63442342142082,114.84417345649427
2675,13,1,1,1,1,1.0,114.84417345649427
2676,14,1,1,1,1,1.0,114.84417345649427
2677,1,1,1,1,0,3.63442342142082,114.84417345649427
2678,4,1,1,1,0,3.63442342142082,114.84417345649427
2679,10,1,1,1,0,3.63442342142082,114.84417345649427
2680,9,1,1,1,0,3.63442342142082,114.84417345649427
2681,1,1,1,1,1,2.0,114.84417345649427
2682,1,1,1,1,1,8.0,114.84417345649427
2683,2,1,1,1,1,4.0,114.84417345649427
2683,4,2,1,1,1,1.0,5.0
2684,1,1,1,1,1,4.0,114.84417345649427
2684,11,2,1,1,1,1.0,114.84417345649427
2685,9,1,1,1,1,2.0,114.84417345649427
2686,1,1,1,1,1,7.0,114.84417345649427
2686,12,2,1,1,1,2.0,18.0
2687,1,1,1,1,1,1.0,114.84417345649427
2687,11,2,1,1,1,18.0,2557.0
2688,1,1,1,1,0,3.63442342142082,114.84417345649427
2688,11,2,1,1,1,1.0,3.0
2689,2,1,1,1,0,3.63442342142082,114.84417345649427
2690,0,1,1,1,1,1.0,114.84417345649427
2691,11,1,1,1,0,3.63442342142082,114.84417345649427
2692,2,1,1,1,1,2.0,114.84417345649427
2693,1,1,1,1,1,1.0,114.84417345649427
2694,11,1,1,1,1,1.0,114.84417345649427
2695,4,1,1,1,0,3.63442342142082,114.84417345649427
2696,3,1,1,1,1,3.63442342142082,114.84417345649427
2697,1,1,1,1,0,3.63442342142082,114.84417345649427
2698,1,1,1,1,0,3.63442342142082,114.84417345649427
2698,3,2,1,1,1,1.0,2.0
2698,7,3,1,1,1,1.0,3.0
2699,3,1,1,1,1,3.0,145.0
2700,11,1,1,1,1,1.0,1.0
2701,1,1,1,1,0,3.63442342142082,114.84417345649427
2702,11,1,1,1,0,3.63442342142082,114.84417345649427
2703,1,1,1,1,1,2.0,114.84417345649427
2704,11,1,1,1,0,3.63442342142082,114.84417345649427
2705,1,1,1,1,1,2.0,114.84417345649427
2706,2,1,1,1,0,3.63442342142082,114.84417345649427
2707,13,1,1,1,1,1.0,105.0
2708,11,1,1,1,1,2.0,4.0
2709,1,1,1,1,1,1.0,114.84417345649427
2710,1,1,1,1,1,2.0,114.84417345649427
2711,5,1,1,1,1,1.0,14.0
2712,1,1,1,1,0,3.63442342142082,114.84417345649427
2712,9,2,1,1,1,1.0,114.84417345649427
2712,11,3,1,1,0,3.63442342142082,114.84417345649427
2713,14,1,1,1,1,7.0,157.0
2714,15,1,1,1,1,1.0,114.84417345649427
2715,1,1,1,1,0,3.63442342142082,114.84417345649427
2716,12,1,1,1,1,1.0,6.0
2717,2,1,1,1,1,3.0,114.84417345649427
2718,4,1,1,1,1,1.0,114.84417345649427
2719,14,1,1,1,0,3.63442342142082,114.84417345649427
2720,1,1,1,1,1,6.0,114.84417345649427
2721,9,1,1,1,0,3.63442342142082,114.84417345649427
2722,14,1,1,1,1,2.0,4.0
2723,9,1,1,1,1,2.0,114.84417345649427
2724,1,1,1,1,0,3.63442342142082,114.84417345649427
2725,1,1,1,1,1,1.0,114.84417345649427
2726,1,1,1,1,0,3.63442342142082,114.84417345649427
2727,0,1,1,1,1,4.0,114.84417345649427
2727,2,2,1,1,1,3.0,114.84417345649427
2728,3,1,1,1,0,3.63442342142082,114.84417345649427
2728,4,2,1,1,0,3.63442342142082,114.84417345649427
2729,1,1,1,1,1,3.0,114.84417345649427
2729,0,2,1,1,1,3.0,114.84417345649427
2730,1,1,1,1,1,1.0,114.84417345649427
2731,9,1,1,1,1,4.0,118.0
2732,11,1,1,1,1,3.0,45.0
2733,1,1,1,1,1,2.0,114.84417345649427
2733,13,2,1,1,0,3.63442342142082,114.84417345649427
2733,10,3,1,1,0,3.63442342142082,114.84417345649427
2733,14,4,1,1,0,3.63442342142082,114.84417345649427
2733,8,5,1,1,1,3.63442342142082,114.84417345649427
2734,1,1,1,1,0,3.63442342142082,114.84417345649427
2734,11,2,1,1,1,4.0,7.0
2735,11,1,1,1,0,3.63442342142082,114.84417345649427
2736,1,1,1,1,1,1.0,114.84417345649427
2737,1,1,1,1,1,1.0,114.84417345649427
2738,15,1,1,1,1,4.0,114.84417345649427
2739,4,1,1,1,0,3.63442342142082,114.84417345649427
2740,1,1,1,1,0,3.63442342142082,114.84417345649427
2741,9,1,1,1,0,3.63442342142082,114.84417345649427
2742,1,1,1,1,1,2.0,114.84417345649427
2742,11,2,1,1,1,2.0,1.0
2742,3,3,1,1,1,7.0,16.0
2743,9,1,1,1,0,3.63442342142082,114.84417345649427
2743,14,2,1,1,0,3.63442342142082,114.84417345649427
2744,13,1,1,1,0,3.63442342142082,114.84417345649427
2745,3,1,1,1,1,4.0,8.0
2745,4,2,1,1,0,3.63442342142082,114.84417345649427
2746,12,1,1,1,1,2.0,114.84417345649427
2747,1,1,1,1,1,1.0,114.84417345649427
2748,11,1,1,1,1,3.0,85.0
2749,1,1,1,1,0,3.63442342142082,114.84417345649427
2749,12,2,1,1,1,3.0,7.0
2750,2,1,1,1,1,2.0,114.84417345649427
2751,12,1,1,1,1,3.63442342142082,114.84417345649427
2752,1,1,1,1,1,3.0,114.84417345649427
2752,0,2,1,1,1,3.0,114.84417345649427
2753,9,1,1,1,1,16.0,781.0
2754,11,1,1,1,1,2.0,1.0
2755,1,1,1,1,0,3.63442342142082,114.84417345649427
2756,1,1,1,1,1,1.0,114.84417345649427
2757,0,1,1,1,1,1.0,114.84417345649427
2757,4,2,1,1,1,1.0,114.84417345649427
2757,5,3,1,1,0,3.63442342142082,114.84417345649427
2758,3,1,1,1,0,3.63442342142082,114.84417345649427
2759,1,1,1,1,0,3.63442342142082,114.84417345649427
2759,3,2,1,1,1,1.0,2.0
2759,11,3,1,1,1,3.0,37.0
2760,1,1,1,1,1,11.0,114.84417345649427
2761,2,1,1,1,1,3.0,114.84417345649427
2762,1,1,1,1,0,3.63442342142082,114.84417345649427
2763,1,1,1,1,0,3.63442342142082,114.84417345649427
2764,0,1,1,1,0,3.63442342142082,114.84417345649427
2765,2,1,1,1,0,3.63442342142082,114.84417345649427
2766,1,1,1,1,0,3.63442342142082,114.84417345649427
2767,2,1,1,1,1,3.0,114.84417345649427
2768,4,1,1,1,1,2.0,9.0
2769,1,1,1,1,1,1.0,114.84417345649427
2770,11,1,1,1,1,1.0,2.0
2771,1,1,1,1,1,6.0,114.84417345649427
2772,3,1,1,1,1,9.0,13.0
2773,1,1,1,1,1,1.0,114.84417345649427
2774,3,1,1,1,0,3.63442342142082,114.84417345649427
2775,1,1,1,1,1,1.0,114.84417345649427
2776,1,1,1,1,0,3.63442342142082,114.84417345649427
2777,4,1,1,1,0,3.63442342142082,114.84417345649427
2778,3,1,1,1,0,3.63442342142082,114.84417345649427
2779,1,1,1,1,0,3.63442342142082,114.84417345649427
2779,11,2,1,1,0,3.63442342142082,114.84417345649427
2780,2,1,1,1,1,12.0,114.84417345649427
2781,0,1,1,1,0,3.63442342142082,114.84417345649427
2782,0,1,1,1,1,1.0,114.84417345649427
2782,2,2,1,1,0,3.63442342142082,114.84417345649427
2783,1,1,1,1,0,3.63442342142082,114.84417345649427
2784,2,1,1,1,1,7.0,114.84417345649427
2785,5,1,1,1,0,3.63442342142082,114.84417345649427
2786,1,1,1,1,1,2.0,114.84417345649427
2787,1,1,1,1,1,3.0,114.84417345649427
2788,1,1,1,1,0,3.63442342142082,114.84417345649427
2788,9,2,1,1,1,2.0,12.0
2788,11,3,1,1,0,3.63442342142082,114.84417345649427
2789,0,1,1,1,1,3.0,114.84417345649427
2790,9,1,1,1,1,2.0,22.0
2791,1,1,1,1,0,3.63442342142082,114.84417345649427
2791,11,2,1,1,1,3.0,120.0
2792,1,1,1,1,1,1.0,114.84417345649427
2793,1,1,1,1,1,1.0,114.84417345649427
2793,0,2,1,1,0,3.63442342142082,114.84417345649427
2793,2,3,1,1,0,3.63442342142082,114.84417345649427
2793,5,4,1,1,0,3.63442342142082,114.84417345649427
2793,13,5,1,1,0,3.63442342142082,114.84417345649427
2794,12,1,1,1,1,8.0,431.0
2795,1,1,1,1,1,3.63442342142082,114.84417345649427
2796,3,1,1,1,1,2.0,2.0
2797,1,1,1,1,1,1.0,114.84417345649427
2798,12,1,1,1,1,3.0,51.0
2799,1,1,1,1,1,2.0,114.84417345649427
2800,1,1,1,1,0,3.63442342142082,114.84417345649427
2801,0,1,1,1,0,3.63442342142082,114.84417345649427
2802,12,1,1,1,1,1.0,4.0
2803,9,1,1,1,1,7.0,401.0
2804,0,1,1,1,1,4.0,114.84417345649427
2805,1,1,1,1,0,3.63442342142082,114.84417345649427
2806,5,1,1,1,1,1.0,114.84417345649427
2807,3,1,1,1,0,3.63442342142082,114.84417345649427
2807,7,2,1,1,0,3.63442342142082,114.84417345649427
2808,2,1,1,1,1,1.0,114.84417345649427
2809,3,1,1,1,1,2.0,40.0
2810,12,1,1,1,1,1.0,11.0
2811,7,1,1,1,1,1.0,1.0
2812,2,1,1,1,1,1.0,114.84417345649427
2813,1,1,1,1,0,3.63442342142082,114.84417345649427
2814,3,1,1,1,0,3.63442342142082,114.84417345649427
2815,13,1,1,1,1,1.0,3.0
2816,3,1,1,1,0,3.63442342142082,114.84417345649427
2817,10,1,1,1,0,3.63442342142082,114.84417345649427
2818,2,1,1,1,0,3.63442342142082,114.84417345649427
2819,1,1,1,1,1,12.0,114.84417345649427
2820,12,1,1,1,1,2.0,1.0
2821,1,1,1,1,0,3.63442342142082,114.84417345649427
2822,1,1,1,1,1,1.0,114.84417345649427
2823,1,1,1,1,1,1.0,114.84417345649427
2823,11,2,1,1,1,2.0,11.0
2823,12,3,1,1,1,2.0,3.0
2824,1,1,1,1,0,3.63442342142082,114.84417345649427
2825,2,1,1,1,1,1.0,114.84417345649427
2826,11,1,1,1,0,3.63442342142082,114.84417345649427
2827,3,1,1,1,1,16.0,283.0
2827,4,2,1,1,1,7.0,12.0
2827,5,3,1,1,1,10.0,17.0
2828,4,1,1,1,1,2.0,17.0
2829,1,1,1,1,0,3.63442342142082,114.84417345649427
2830,12,1,1,1,1,2.0,24.0
2831,12,1,1,1,1,4.0,114.84417345649427
2832,1,1,1,1,1,2.0,114.84417345649427
2832,11,2,1,1,1,3.0,3.0
2833,7,1,1,1,0,3.63442342142082,114.84417345649427
2834,1,1,1,1,0,3.63442342142082,114.84417345649427
2835,3,1,1,1,0,3.63442342142082,114.84417345649427
2836,11,1,1,1,1,2.0,114.84417345649427
2836,1,2,1,1,1,12.0,114.84417345649427
2837,14,1,1,1,1,5.0,124.0
2838,1,1,1,1,1,4.0,114.84417345649427
2839,4,1,1,1,1,2.0,9.0
2840,12,1,1,1,1,3.63442342142082,114.84417345649427
2841,11,1,1,1,1,2.0,79.0
2842,12,1,1,1,1,3.63442342142082,114.84417345649427
2843,1,1,1,1,0,3.63442342142082,114.84417345649427
2843,9,2,1,1,0,3.63442342142082,114.84417345649427
2843,11,3,1,1,0,3.63442342142082,114.84417345649427
2844,3,1,1,1,1,14.0,1470.0
2844,2,2,1,1,0,8.0,114.84417345649427
2844,4,3,1,1,0,3.63442342142082,114.84417345649427
2844,5,4,1,1,1,1.0,114.84417345649427
2844,0,5,1,1,0,3.63442342142082,114.84417345649427
2844,13,6,1,1,1,1.0,114.84417345649427
2845,5,1,1,1,1,1.0,4.0
2846,9,1,1,1,1,2.0,114.84417345649427
2847,14,1,1,1,0,3.63442342142082,114.84417345649427
2848,10,1,1,1,1,2.0,19.0
2848,14,2,1,1,1,3.0,41.0
2849,1,1,1,1,1,8.0,114.84417345649427
2850,12,1,1,1,1,2.0,2.0
2851,12,1,1,1,1,2.0,39.0
2852,5,1,1,1,1,1.0,1.0
2853,6,1,1,1,1,2.0,114.84417345649427
2854,1,1,1,1,0,3.63442342142082,114.84417345649427
2855,9,1,1,1,1,2.0,2.0
2855,10,2,1,1,1,1.0,4.0
2856,1,1,1,1,0,3.63442342142082,114.84417345649427
2857,1,1,1,1,1,1.0,114.84417345649427
2858,0,1,1,1,0,3.63442342142082,114.84417345649427
2859,11,1,1,1,1,6.0,203.0
2860,1,1,1,1,0,3.63442342142082,114.84417345649427
2861,12,1,1,1,1,3.63442342142082,114.84417345649427
2862,1,1,1,1,1,3.0,114.84417345649427
2863,12,1,1,1,1,2.0,11.0
2864,9,1,1,1,1,6.0,37.0
2864,1,2,1,1,1,3.0,114.84417345649427
2865,1,1,1,1,0,3.63442342142082,114.84417345649427
2865,3,2,1,1,0,3.63442342142082,114.84417345649427
2865,11,3,1,1,0,3.63442342142082,114.84417345649427
2866,2,1,1,1,1,1.0,114.84417345649427
2867,11,1,1,1,0,3.63442342142082,114.84417345649427
2868,1,1,1,1,1,2.0,114.84417345649427
2868,12,2,1,1,1,4.0,60.0
2869,12,1,1,1,1,2.0,8.0
2870,9,1,1,1,0,3.63442342142082,114.84417345649427
2871,2,1,1,1,1,10.0,114.84417345649427
2872,9,1,1,1,1,18.0,533.0
2873,3,1,1,1,1,1.0,63.0
2874,12,1,1,1,1,10.0,653.0
2875,1,1,1,1,1,2.0,114.84417345649427
2876,0,1,1,1,1,2.0,114.84417345649427
2877,1,1,1,1,1,2.0,114.84417345649427
2878,1,1,1,1,1,1.0,114.84417345649427
2878,11,2,1,1,1,3.0,147.0
2879,3,1,1,1,1,3.0,367.0
2880,1,1,1,1,1,1.0,114.84417345649427
2881,1,1,1,1,1,1.0,114.84417345649427
2882,2,1,1,1,0,3.63442342142082,114.84417345649427
2883,1,1,1,1,0,3.63442342142082,114.84417345649427
2884,12,1,1,1,1,3.63442342142082,114.84417345649427
2885,12,1,1,1,1,4.0,13.0
2886,1,1,1,1,1,1.0,114.84417345649427
2886,15,2,1,1,1,3.0,114.84417345649427
2886,4,3,1,1,1,1.0,3.0
2887,3,1,1,1,1,3.0,1001.0
2887,0,2,1,1,1,25.0,114.84417345649427
2888,5,1,1,1,0,3.63442342142082,114.84417345649427
2889,1,1,1,1,1,1.0,114.84417345649427
2890,1,1,1,1,1,1.0,114.84417345649427
2891,1,1,1,1,1,1.0,114.84417345649427
2892,1,1,1,1,1,2.0,114.84417345649427
2892,3,2,1,1,1,1.0,2.0
2892,0,3,1,1,1,2.0,114.84417345649427
2892,2,4,1,1,1,2.0,114.84417345649427
2892,5,5,1,1,1,1.0,78.0
2893,9,1,1,1,0,3.63442342142082,114.84417345649427
2893,11,2,1,1,0,3.63442342142082,114.84417345649427
2894,9,1,1,1,1,2.0,114.84417345649427
2895,10,1,1,1,1,3.0,299.0
2896,1,1,1,1,1,2.0,114.84417345649427
2897,12,1,1,1,1,3.63442342142082,114.84417345649427
2898,1,1,1,1,0,3.63442342142082,114.84417345649427
2898,4,2,1,1,0,3.63442342142082,114.84417345649427
2899,1,1,1,1,1,1.0,114.84417345649427
2900,10,1,1,1,1,2.0,3.0
2901,2,1,1,1,1,3.0,114.84417345649427
2901,5,2,1,1,1,2.0,47.0
2901,0,3,1,1,1,2.0,114.84417345649427
2901,4,4,1,1,0,3.63442342142082,114.84417345649427
2901,12,5,1,1,1,2.0,17.0
2902,11,1,1,1,0,3.63442342142082,114.84417345649427
2903,2,1,1,1,1,2.0,114.84417345649427
2904,2,1,1,1,1,3.0,114.84417345649427
2905,14,1,1,1,0,3.63442342142082,114.84417345649427
2906,12,1,1,1,1,3.63442342142082,114.84417345649427
2907,3,1,1,1,0,3.63442342142082,114.84417345649427
2908,3,1,1,1,1,2.0,13.0
2909,12,1,1,1,1,8.0,427.0
2909,0,2,1,1,1,4.0,114.84417345649427
2910,3,1,1,1,0,3.63442342142082,114.84417345649427
2911,3,1,1,1,1,8.0,194.0
2911,5,2,1,1,1,1.0,45.0
2912,5,1,1,1,1,3.0,105.0
2912,4,2,1,1,1,2.0,14.0
2913,3,1,1,1,1,1.0,114.84417345649427
2914,1,1,1,1,0,3.63442342142082,114.84417345649427
2915,1,1,1,1,1,5.0,114.84417345649427
2916,12,1,1,1,0,3.63442342142082,114.84417345649427
2916,1,2,1,1,0,3.63442342142082,114.84417345649427
2917,1,1,1,1,0,3.63442342142082,114.84417345649427
2918,12,1,1,1,1,14.0,31.0
2918,1,2,1,1,0,1.0,114.84417345649427
2919,2,1,1,1,1,2.0,114.84417345649427
2919,4,2,1,1,1,1.0,12.0
2920,12,1,1,1,1,2.0,3.0
2921,10,1,1,1,1,1.0,2.0
2922,12,1,1,1,1,4.0,126.0
2923,10,1,1,1,1,2.0,114.84417345649427
2924,0,1,1,1,0,3.63442342142082,114.84417345649427
2925,4,1,1,1,1,2.0,10.0
2926,11,1,1,1,0,3.63442342142082,114.84417345649427
2927,0,1,1,1,0,3.63442342142082,114.84417345649427
2928,1,1,1,1,1,4.0,114.84417345649427
2929,14,1,1,1,1,8.0,18.0
2930,0,1,1,1,0,3.63442342142082,114.84417345649427
2931,12,1,1,1,1,3.0,23.0
2932,12,1,1,1,1,2.0,49.0
2933,13,1,1,1,1,1.0,10.0
2934,13,1,1,1,1,1.0,7.0
2935,1,1,1,1,0,3.63442342142082,114.84417345649427
2935,3,2,1,1,0,3.63442342142082,114.84417345649427
2935,7,3,1,1,0,3.63442342142082,114.84417345649427
2935,9,4,1,1,0,3.63442342142082,114.84417345649427
2935,11,5,1,1,0,3.63442342142082,114.84417345649427
2936,1,1,1,1,1,3.0,114.84417345649427
2936,3,2,1,1,1,13.0,725.0
2937,0,1,1,1,1,4.0,114.84417345649427
2937,2,2,1,1,1,27.0,114.84417345649427
2938,9,1,1,1,1,1.0,2.0
2939,10,1,1,1,1,6.0,322.0
2940,9,1,1,1,1,3.0,7.0
2941,4,1,1,1,0,3.63442342142082,114.84417345649427
2941,3,2,1,1,0,3.63442342142082,114.84417345649427
2942,1,1,1,1,0,3.63442342142082,114.84417345649427
2942,9,2,1,1,0,3.63442342142082,114.84417345649427
2943,1,1,1,1,1,1.0,114.84417345649427
2944,1,1,1,1,1,1.0,114.84417345649427
2945,0,1,1,1,1,2.0,114.84417345649427
2945,2,2,1,1,1,3.0,114.84417345649427
2945,4,3,1,1,0,3.63442342142082,114.84417345649427
2945,5,4,1,1,1,5.0,68.0
2945,8,5,1,1,1,3.0,1.0
2945,10,6,1,1,1,2.0,1.0
2945,14,7,1,1,1,4.0,2.0
2945,9,8,1,1,1,16.0,1667.0
2945,12,9,1,1,1,3.0,1.0
2945,13,10,1,1,1,2.0,144.0
2945,1,11,1,1,1,2.0,114.84417345649427
2945,6,12,1,1,0,3.63442342142082,114.84417345649427
2946,3,1,1,1,1,2.0,85.0
2947,8,1,1,1,1,3.63442342142082,114.84417345649427
2948,14,1,1,1,1,2.0,3.0
2949,4,1,1,1,0,3.63442342142082,114.84417345649427
2949,8,2,1,1,1,1.0,11.0
2949,13,3,1,1,1,1.0,27.0
2950,1,1,1,1,1,1.0,114.84417345649427
2951,1,1,1,1,1,3.0,114.84417345649427
2952,1,1,1,1,0,3.63442342142082,114.84417345649427
2953,2,1,1,1,0,3.63442342142082,114.84417345649427
2954,12,1,1,1,1,2.0,9.0
2955,11,1,1,1,0,3.63442342142082,114.84417345649427
2956,0,1,1,1,0,3.63442342142082,114.84417345649427
2956,1,2,1,1,1,1.0,114.84417345649427
2957,13,1,1,1,1,18.0,1057.0
2957,10,2,1,1,1,10.0,498.0
2958,7,1,1,1,1,2.0,48.0
2959,10,1,1,1,1,4.0,26.0
2960,1,1,1,1,1,1.0,114.84417345649427
2961,1,1,1,1,1,1.0,114.84417345649427
